id,MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
33856,2,5,10,2,7,4,5,7,3,7,5,3,8,6,1,8,3,2,7,6,0.54
33857,6,9,6,8,4,6,4,7,3,3,4,4,2,4,5,4,3,4,5,5,0.48
33858,4,3,6,3,1,3,4,6,5,9,3,6,4,10,3,1,4,4,5,3,0.44
33859,4,5,8,2,5,9,7,5,6,1,1,4,2,5,8,8,5,2,3,8,0.475
33860,7,4,3,5,5,4,2,3,6,5,7,4,5,3,4,10,2,5,4,3,0.505
33861,6,5,5,5,6,3,10,5,4,5,4,5,7,4,7,2,5,6,5,1,0.505
33862,5,5,3,6,5,7,7,4,6,4,6,5,6,2,9,7,3,6,3,6,0.53
33863,5,6,7,6,7,6,6,7,4,3,5,5,10,7,6,6,6,5,4,5,0.6
33864,4,3,6,7,5,3,3,6,7,5,5,4,8,3,5,7,4,7,7,5,0.535
33865,4,3,4,7,3,4,4,5,6,3,5,6,5,9,7,3,3,3,3,7,0.52
33866,3,4,2,2,3,4,6,5,2,3,7,8,5,2,5,3,5,4,3,3,0.415
33867,4,5,3,2,3,3,4,7,4,2,5,8,4,3,4,7,2,3,9,5,0.44
33868,5,6,7,3,3,4,4,5,3,8,3,7,8,8,5,3,6,5,8,5,0.545
33869,6,4,3,3,3,3,4,5,7,3,6,5,3,2,1,3,9,3,4,3,0.39
33870,5,5,4,5,4,5,8,5,8,6,4,3,7,6,4,4,5,4,7,7,0.545
33871,6,4,5,5,7,4,4,5,4,7,7,4,3,8,4,4,3,5,2,6,0.475
33872,7,8,7,7,7,4,7,6,8,7,6,4,2,5,5,6,4,8,6,8,0.62
33873,6,5,6,4,5,3,3,6,5,6,5,8,4,4,6,4,6,8,6,4,0.525
33874,7,8,7,9,6,6,5,6,2,8,7,5,6,10,3,4,6,4,5,7,0.605
33875,5,3,6,5,5,5,6,4,3,4,3,4,8,5,6,8,5,7,5,4,0.505
33876,8,1,5,5,6,6,6,4,5,5,3,2,7,6,2,4,5,7,7,6,0.495
33877,3,8,6,5,4,6,5,4,6,4,1,4,2,4,3,7,2,2,1,3,0.385
33878,5,9,4,4,9,6,9,2,5,2,1,6,9,4,7,4,5,8,5,3,0.56
33879,5,3,6,4,6,5,7,6,1,6,9,6,11,6,4,6,7,6,5,4,0.575
33880,2,2,6,4,3,5,4,9,2,5,6,6,4,6,3,2,3,2,4,4,0.41
33881,7,5,7,6,4,2,3,2,5,4,2,4,4,5,4,4,3,5,11,3,0.46
33882,7,7,5,4,4,3,4,3,6,4,6,4,3,4,9,2,4,6,4,7,0.48
33883,7,2,4,5,2,2,4,2,4,3,3,4,4,5,2,3,2,7,1,6,0.415
33884,9,6,8,0,8,0,4,10,2,7,6,2,3,3,3,5,6,1,5,7,0.47
33885,4,9,3,2,9,7,9,9,3,5,2,3,4,3,3,8,4,9,6,3,0.535
33886,1,2,6,7,6,5,4,6,2,3,2,7,7,4,6,9,6,1,4,1,0.45
33887,3,1,2,5,3,8,2,3,6,6,2,6,3,5,6,3,3,8,3,3,0.395
33888,5,3,3,6,5,9,5,4,4,4,4,5,8,6,5,5,3,7,4,3,0.485
33889,4,9,5,5,8,6,6,4,7,6,5,5,5,5,2,3,4,7,4,5,0.545
33890,9,7,8,2,5,5,2,6,6,4,5,4,5,5,4,5,5,6,4,6,0.525
33891,5,8,5,0,4,6,6,6,5,5,10,3,7,3,7,3,7,2,5,2,0.52
33892,5,7,7,3,2,8,6,2,8,3,3,6,2,5,4,4,6,3,4,4,0.51
33893,7,6,10,7,7,4,6,5,5,5,6,4,7,5,4,4,6,6,7,4,0.6
33894,4,1,7,2,5,3,7,10,4,8,3,3,5,6,4,3,7,10,7,4,0.525
33895,7,7,4,7,5,6,4,5,7,3,6,5,8,8,4,7,4,7,6,6,0.59
33896,6,5,6,3,5,5,4,9,5,6,3,5,3,6,3,3,6,12,4,2,0.505
33897,7,5,5,10,5,2,5,9,4,4,7,3,6,5,6,5,4,3,5,10,0.575
33898,5,6,4,2,5,4,5,7,5,4,7,4,4,6,9,4,8,5,4,7,0.555
33899,7,6,5,3,6,6,3,2,8,6,5,5,3,5,6,9,5,4,3,5,0.51
33900,10,4,5,7,4,4,6,5,6,4,6,2,7,5,3,3,5,7,5,6,0.525
33901,3,8,5,3,5,9,4,5,4,5,3,4,3,3,3,4,5,6,5,4,0.435
33902,1,4,6,4,4,3,4,4,6,8,5,6,3,3,1,7,4,8,3,3,0.44
33903,14,3,6,4,6,4,3,5,2,3,4,9,6,3,6,3,5,0,6,1,0.46
33904,8,4,4,6,7,6,1,6,3,4,8,2,3,6,4,4,2,9,4,6,0.485
33905,6,1,3,5,4,8,6,4,8,5,1,6,3,0,4,4,5,3,10,8,0.455
33906,6,6,10,6,5,5,6,7,8,8,1,5,7,2,6,4,2,4,5,4,0.57
33907,9,1,2,5,2,4,6,6,2,5,4,11,6,5,10,4,4,3,5,3,0.475
33908,2,8,9,5,3,5,4,5,5,5,7,4,2,5,8,3,9,5,4,0,0.485
33909,5,8,3,7,7,5,2,6,6,6,4,3,0,2,4,5,5,4,6,4,0.505
33910,7,2,6,5,3,8,5,4,4,4,5,7,5,5,7,6,4,8,6,4,0.535
33911,6,4,5,4,4,5,7,3,7,5,9,5,7,6,3,3,7,4,6,5,0.535
33912,3,5,4,4,6,6,2,6,4,8,6,4,4,4,5,5,4,4,3,4,0.405
33913,7,6,3,4,8,6,3,7,6,3,3,2,3,1,5,3,6,9,5,2,0.47
33914,3,14,6,3,4,5,5,2,4,6,3,7,8,7,5,7,4,4,3,6,0.555
33915,3,4,2,5,4,5,7,4,4,8,7,6,4,1,6,10,4,4,8,1,0.48
33916,4,4,3,2,5,7,6,8,4,3,8,6,5,4,6,6,7,5,4,4,0.505
33917,2,2,6,5,3,5,6,5,5,8,3,6,7,6,3,3,6,3,3,3,0.46
33918,1,3,6,4,4,2,6,6,6,6,7,4,5,4,8,9,4,6,2,5,0.485
33919,2,3,6,2,5,6,3,5,10,7,9,5,5,2,4,2,8,7,6,1,0.49
33920,2,1,5,5,4,4,6,7,6,2,5,4,6,4,6,6,1,5,6,5,0.425
33921,6,7,2,5,4,7,2,6,5,4,6,2,4,4,4,8,5,8,3,5,0.5
33922,2,5,6,7,10,6,1,4,7,3,9,6,5,2,2,4,9,7,7,5,0.54
33923,3,5,6,4,7,3,9,1,12,5,2,2,5,5,0,4,3,5,7,8,0.5
33924,5,7,4,3,7,3,0,8,1,3,7,5,7,1,4,6,8,8,3,7,0.49
33925,3,0,8,7,5,7,5,3,5,6,3,6,3,6,3,3,5,5,5,4,0.445
33926,4,6,1,6,5,3,5,5,3,3,5,8,6,2,9,5,5,4,6,6,0.475
33927,6,5,4,5,8,7,7,5,5,4,4,5,3,6,2,4,4,3,4,7,0.475
33928,5,6,4,4,7,2,7,5,10,3,3,3,5,6,5,8,6,3,5,6,0.52
33929,5,5,2,3,8,5,6,4,4,6,6,5,5,6,6,2,2,5,4,0,0.425
33930,5,8,3,2,6,6,5,9,5,2,5,5,3,5,6,2,5,4,2,4,0.435
33931,7,6,7,9,6,8,4,5,6,5,2,7,4,4,5,2,2,6,5,4,0.535
33932,5,3,3,4,11,7,5,8,3,6,5,3,3,4,7,4,1,4,5,6,0.465
33933,4,3,4,4,6,5,4,6,6,4,6,5,4,7,8,8,4,5,11,7,0.575
33934,6,6,3,4,5,3,4,6,3,2,7,2,6,5,6,4,5,5,8,3,0.46
33935,3,6,5,2,7,10,1,4,1,5,4,5,3,1,5,4,4,9,6,6,0.455
33936,5,2,5,5,3,8,7,6,6,3,9,6,7,3,5,3,3,5,7,3,0.505
33937,6,3,7,9,5,6,5,6,6,4,4,3,3,2,5,4,5,4,5,4,0.465
33938,4,9,8,4,5,5,6,5,4,4,5,4,5,6,3,8,5,6,5,7,0.565
33939,9,5,6,5,4,2,3,5,7,4,3,2,8,5,4,4,6,5,5,6,0.53
33940,5,7,5,6,4,4,4,8,6,4,3,4,1,6,5,4,3,6,5,5,0.465
33941,4,5,4,7,5,6,7,5,2,9,2,1,5,3,7,5,8,5,8,6,0.525
33942,6,9,4,6,2,5,4,5,5,7,4,6,5,3,5,3,3,4,3,6,0.46
33943,8,3,0,2,8,7,8,4,3,3,7,6,4,4,4,6,2,5,6,2,0.485
33944,5,4,7,3,3,7,5,3,7,3,6,1,8,4,9,3,11,1,6,8,0.52
33945,6,6,7,8,0,4,2,5,3,3,2,9,5,3,2,5,9,5,2,8,0.515
33946,6,4,8,5,5,4,4,6,4,7,5,7,4,8,4,2,4,5,5,2,0.505
33947,6,6,2,8,5,7,8,8,5,5,5,5,7,6,4,8,6,4,8,4,0.6
33948,7,3,5,4,8,5,4,4,4,5,5,2,2,4,6,4,3,7,4,5,0.47
33949,5,6,6,8,6,2,2,6,3,7,5,5,5,5,3,5,3,6,4,9,0.505
33950,4,2,4,4,7,7,3,2,4,12,5,10,2,3,4,8,5,1,5,4,0.465
33951,6,4,5,7,4,3,3,6,3,7,5,6,3,6,1,4,2,7,6,9,0.5
33952,3,2,5,4,4,5,8,5,6,8,5,3,6,4,6,5,2,5,6,7,0.52
33953,1,2,8,2,3,1,4,4,5,13,6,4,5,8,3,7,6,8,5,6,0.51
33954,5,1,5,6,3,1,6,6,4,4,3,7,3,4,7,2,5,6,4,2,0.42
33955,6,5,2,7,7,5,3,3,7,4,4,8,5,2,5,1,4,4,9,5,0.465
33956,9,5,6,6,6,4,6,5,7,3,3,4,3,4,8,5,4,6,5,5,0.525
33957,4,5,7,5,5,6,6,4,5,6,5,1,2,4,4,3,2,8,4,5,0.455
33958,2,5,4,8,2,6,4,8,5,2,5,4,6,5,6,6,3,4,6,6,0.51
33959,5,6,6,1,3,5,4,6,4,4,9,9,3,7,4,7,1,5,6,3,0.49
33960,6,5,5,4,5,3,8,7,4,5,4,5,3,3,5,5,5,7,8,7,0.535
33961,3,8,4,6,6,5,5,6,5,5,6,4,6,2,8,6,5,5,4,10,0.57
33962,7,7,5,7,6,5,6,5,4,5,4,5,8,3,5,7,4,3,9,4,0.565
33963,6,4,4,4,3,4,4,4,4,11,3,5,3,5,5,8,6,3,5,5,0.49
33964,3,6,4,6,8,2,6,7,4,8,5,4,6,3,5,4,3,4,5,5,0.49
33965,5,14,4,4,5,5,5,3,7,3,5,5,6,4,6,4,7,5,6,8,0.595
33966,5,6,5,6,7,7,8,4,8,4,4,7,5,6,4,3,5,3,4,4,0.535
33967,5,5,4,3,7,4,2,5,2,5,7,6,7,5,2,5,5,8,4,2,0.48
33968,7,4,2,6,3,5,5,3,6,5,3,8,3,5,5,8,6,4,4,7,0.495
33969,8,1,3,2,4,8,6,8,3,2,6,6,7,2,3,8,2,7,6,3,0.47
33970,2,4,5,5,6,3,4,3,4,3,3,3,4,6,8,3,3,6,6,4,0.4
33971,7,6,4,3,5,8,3,2,5,5,6,5,4,4,7,1,6,3,5,6,0.46
33972,4,2,6,7,4,2,5,5,4,7,4,5,7,4,4,2,3,3,12,7,0.465
33973,10,2,6,6,4,4,5,4,7,1,7,5,9,7,2,6,3,7,6,2,0.525
33974,3,3,7,5,5,6,6,5,4,5,4,7,1,4,3,7,5,2,9,3,0.51
33975,3,6,2,5,5,4,4,4,4,6,3,7,4,3,0,5,4,5,4,8,0.42
33976,9,7,3,3,5,7,9,4,5,4,4,6,3,2,4,5,4,6,3,4,0.51
33977,12,3,9,3,3,5,3,3,2,1,8,5,5,7,7,2,7,6,3,2,0.48
33978,5,5,7,6,3,4,5,5,4,9,7,3,7,5,6,6,4,3,4,9,0.56
33979,4,8,3,6,7,7,2,10,5,5,7,4,3,7,6,5,6,6,5,3,0.55
33980,6,8,5,7,4,1,10,3,6,6,5,7,5,4,2,4,3,6,6,2,0.495
33981,3,7,1,6,7,8,2,5,6,7,2,4,4,2,5,6,7,6,5,7,0.505
33982,5,2,6,2,4,7,6,4,6,5,6,4,3,4,7,10,5,3,6,8,0.55
33983,4,5,4,6,4,5,4,6,6,5,10,4,5,4,8,5,6,4,6,3,0.535
33984,12,4,5,6,8,7,4,3,5,5,4,8,7,4,5,10,4,4,3,8,0.6
33985,9,4,6,2,4,3,3,4,6,4,5,5,6,5,5,8,4,3,5,6,0.48
33986,9,2,9,8,6,3,4,5,2,2,7,4,7,6,2,2,9,6,4,5,0.51
33987,6,4,4,3,5,3,7,4,6,4,7,9,3,3,6,7,5,5,9,3,0.55
33988,5,5,8,4,2,5,5,4,5,6,4,5,5,6,6,4,4,5,4,9,0.505
33989,5,4,5,6,2,6,6,2,1,5,5,4,5,7,2,6,7,5,6,5,0.45
33990,6,5,7,6,8,2,4,2,6,5,6,2,5,6,3,4,3,4,3,2,0.425
33991,3,5,3,12,6,3,6,4,5,5,5,3,6,4,4,5,2,6,7,3,0.485
33992,6,4,6,5,3,9,6,2,3,7,6,8,1,3,5,3,3,6,4,2,0.51
33993,4,4,6,9,8,2,4,5,5,3,5,6,8,6,7,1,4,4,5,3,0.495
33994,7,9,7,7,7,4,9,7,9,1,1,4,4,3,8,9,2,5,2,6,0.575
33995,9,7,7,7,5,7,7,8,7,7,4,6,8,3,4,2,5,5,9,3,0.605
33996,6,7,2,5,5,10,4,3,4,5,2,4,8,3,2,6,5,5,5,4,0.47
33997,5,3,3,2,4,4,8,3,4,4,5,5,5,5,3,5,7,1,3,3,0.405
33998,3,5,6,4,5,5,7,7,4,6,10,4,5,3,5,7,5,6,4,4,0.545
33999,2,2,4,8,4,4,5,4,9,5,7,4,6,3,7,4,7,1,3,3,0.455
34000,4,5,3,5,1,9,4,10,5,6,3,4,9,4,2,4,3,9,5,2,0.51
34001,4,5,4,5,6,3,7,8,4,7,9,5,6,8,5,5,2,4,7,8,0.57
34002,6,5,5,6,3,5,7,10,3,5,7,10,5,5,5,5,4,9,3,2,0.58
34003,5,7,2,3,6,5,4,6,6,5,2,6,4,4,4,6,5,3,4,9,0.48
34004,3,3,4,6,6,7,4,8,3,7,7,8,5,3,4,6,7,7,4,3,0.545
34005,5,5,7,9,5,6,5,6,4,6,5,8,4,9,4,5,7,4,3,5,0.59
34006,4,10,5,7,4,6,4,4,5,5,4,7,3,8,5,4,4,6,4,5,0.52
34007,7,6,6,6,6,3,5,4,8,4,4,7,2,1,6,2,7,4,4,2,0.45
34008,4,5,5,2,5,5,4,3,4,6,4,7,1,5,3,6,8,4,6,5,0.455
34009,6,3,2,3,6,8,3,5,3,6,5,2,5,5,5,5,7,7,6,5,0.485
34010,4,8,5,3,4,3,6,4,4,3,9,2,3,5,3,4,8,4,3,7,0.485
34011,6,4,2,2,4,5,6,3,4,6,6,3,2,7,1,2,8,2,5,5,0.395
34012,4,4,5,7,7,5,1,7,6,3,10,8,6,5,5,5,5,7,3,6,0.57
34013,7,4,5,8,3,8,4,5,4,2,4,7,9,3,3,7,4,3,6,2,0.52
34014,11,4,2,11,3,7,1,2,6,2,4,7,5,1,1,5,1,6,7,6,0.435
34015,4,4,6,8,8,5,3,3,9,4,6,2,6,6,4,2,2,3,4,3,0.515
34016,1,6,7,6,2,4,7,7,6,4,2,5,2,5,8,8,4,3,3,5,0.465
34017,7,6,4,1,9,6,4,2,8,3,5,2,5,6,4,4,4,3,3,3,0.425
34018,5,8,8,10,0,11,2,2,10,1,5,2,5,11,3,2,5,6,9,6,0.575
34019,3,6,4,5,5,9,5,5,3,5,6,3,3,2,5,7,2,6,6,9,0.5
34020,2,4,7,5,6,7,5,7,1,4,3,4,2,9,9,5,6,4,4,4,0.49
34021,5,5,5,5,8,6,4,2,2,5,8,4,7,6,3,6,3,6,3,6,0.495
34022,8,3,4,5,2,4,6,5,2,5,5,6,6,5,4,4,4,5,4,7,0.49
34023,3,3,4,3,3,5,5,1,3,6,6,3,6,7,4,4,4,8,4,5,0.44
34024,7,5,4,2,6,4,5,2,8,8,4,5,4,2,4,5,3,3,5,6,0.515
34025,3,8,6,3,5,6,5,5,8,2,6,4,2,3,5,4,7,7,6,3,0.49
34026,5,9,7,10,2,4,5,5,5,7,6,5,5,4,3,7,5,2,4,7,0.54
34027,9,0,5,3,8,3,3,9,5,3,3,7,7,3,2,11,4,4,7,8,0.535
34028,4,7,6,1,4,1,5,8,5,5,5,4,3,3,5,7,3,8,5,6,0.515
34029,3,6,6,7,5,5,8,12,10,4,5,3,7,10,7,11,4,7,5,4,0.675
34030,8,4,3,5,6,3,6,5,3,2,7,9,4,3,1,2,8,5,7,2,0.51
34031,5,11,4,3,7,5,3,3,5,5,6,7,5,5,5,4,3,4,3,7,0.53
34032,1,2,6,2,3,7,8,5,2,7,2,6,3,5,3,9,5,6,6,3,0.455
34033,5,2,5,7,9,9,3,3,6,6,7,5,6,3,3,8,8,6,4,4,0.565
34034,5,6,4,9,3,4,4,2,4,5,5,4,5,3,5,11,3,6,5,3,0.49
34035,5,7,5,5,3,8,7,5,2,4,4,4,2,4,3,7,4,6,4,7,0.48
34036,3,3,2,10,5,3,6,5,2,8,6,5,4,4,4,3,7,6,7,6,0.495
34037,8,6,5,0,4,3,5,6,4,6,4,5,7,10,3,5,2,6,3,3,0.52
34038,6,5,3,4,2,4,7,2,8,4,3,4,4,2,9,5,3,3,4,5,0.43
34039,10,5,3,3,4,5,4,8,7,3,10,4,1,2,9,4,4,6,5,4,0.505
34040,4,2,4,5,4,5,3,10,6,5,7,4,6,4,5,7,4,5,3,3,0.48
34041,6,7,2,6,7,7,4,8,4,2,5,9,4,6,5,3,4,6,7,7,0.55
34042,10,5,3,2,5,2,6,3,4,2,4,3,3,3,10,5,6,4,5,8,0.48
34043,8,6,3,4,3,6,5,5,5,7,7,2,2,4,6,4,2,8,4,5,0.48
34044,4,5,3,4,5,7,5,7,3,3,5,5,6,3,3,5,6,8,3,8,0.475
34045,4,5,4,3,3,5,5,3,4,3,2,8,2,4,3,7,2,5,3,5,0.4
34046,2,2,7,4,6,4,5,2,3,2,6,2,7,5,3,10,8,7,3,4,0.445
34047,3,6,2,2,4,5,6,4,6,4,6,5,7,5,7,4,4,6,6,8,0.505
34048,7,7,1,1,6,4,5,7,5,4,5,1,4,7,3,4,5,4,4,2,0.42
34049,2,5,4,9,3,2,3,2,6,2,5,3,4,7,8,7,3,5,5,7,0.435
34050,7,2,6,8,4,5,4,3,5,4,5,3,4,7,7,7,5,5,9,5,0.53
34051,4,7,8,7,5,3,5,4,9,1,3,7,4,5,4,7,4,4,4,6,0.505
34052,4,8,4,12,7,3,4,5,5,4,6,2,3,5,2,7,4,6,4,3,0.49
34053,3,6,4,5,6,4,2,7,8,4,5,3,3,2,6,4,6,3,2,3,0.43
34054,3,9,4,7,4,3,4,6,4,6,3,2,5,7,3,6,4,6,4,7,0.475
34055,4,4,4,4,3,7,8,4,7,5,8,7,6,4,3,8,5,7,3,8,0.57
34056,2,2,4,2,4,2,5,1,4,4,4,6,5,1,9,4,1,3,6,5,0.415
34057,3,3,4,3,4,5,4,3,3,4,3,2,8,6,5,6,0,4,3,6,0.415
34058,4,3,0,5,3,10,1,4,6,7,7,4,7,4,4,8,3,5,4,6,0.465
34059,4,8,7,2,5,6,5,12,4,5,3,5,1,6,5,4,7,4,6,8,0.545
34060,10,3,5,4,8,8,5,5,4,5,2,7,11,3,7,4,3,9,2,2,0.54
34061,7,7,7,8,4,5,0,7,4,5,6,9,8,4,9,6,3,2,5,3,0.57
34062,5,7,3,4,3,4,1,4,2,4,4,8,1,4,7,4,5,7,5,7,0.44
34063,4,6,3,5,5,4,6,2,8,11,2,8,4,3,7,5,4,8,4,6,0.595
34064,5,12,4,4,8,7,5,1,9,3,4,3,5,7,4,3,3,0,7,3,0.49
34065,6,3,4,7,8,3,6,2,5,5,8,9,4,8,4,4,7,4,2,5,0.525
34066,3,3,4,7,5,7,3,5,4,3,8,7,3,4,5,8,4,3,3,5,0.45
34067,4,3,5,4,4,4,8,4,3,9,8,5,3,3,2,5,10,8,3,6,0.505
34068,8,2,5,2,8,6,6,8,4,6,6,2,9,7,6,5,2,4,8,3,0.56
34069,5,2,6,4,4,5,7,7,2,2,2,6,3,4,5,8,6,7,5,3,0.46
34070,5,5,3,5,6,4,5,3,7,7,2,2,5,7,8,1,2,6,5,6,0.445
34071,6,8,10,3,5,7,5,3,5,6,4,6,2,4,4,4,6,3,7,2,0.53
34072,4,7,6,8,1,6,4,3,8,8,4,11,6,3,4,8,6,10,4,11,0.635
34073,5,4,9,9,2,6,3,4,5,8,5,5,5,1,5,5,7,5,6,5,0.525
34074,6,7,3,1,2,7,5,5,4,4,3,4,5,6,4,2,4,9,6,5,0.45
34075,6,3,6,10,3,5,5,8,6,4,3,6,3,3,5,4,6,5,4,4,0.54
34076,7,2,3,8,3,4,4,2,4,8,5,9,5,7,7,5,3,5,5,10,0.545
34077,5,5,8,3,2,7,2,3,5,5,6,2,4,8,8,3,5,5,4,3,0.48
34078,5,2,8,4,8,6,4,4,6,6,3,2,8,5,5,5,7,5,7,1,0.525
34079,6,7,6,9,6,3,3,3,8,2,3,4,6,6,8,8,2,5,6,0,0.54
34080,4,4,4,7,5,7,4,9,8,5,4,8,4,2,5,3,6,5,4,6,0.52
34081,5,2,7,5,5,3,4,6,3,5,8,8,6,4,6,7,3,6,7,5,0.535
34082,4,5,4,3,4,3,6,6,4,1,6,2,5,2,8,4,3,6,8,4,0.42
34083,4,4,7,7,8,7,5,6,13,5,6,5,5,4,5,4,4,5,4,4,0.59
34084,3,3,4,6,1,4,5,5,4,4,9,3,5,2,7,5,4,5,4,4,0.44
34085,7,3,5,8,6,3,5,3,8,4,8,5,4,5,4,7,4,8,6,5,0.565
34086,4,7,7,5,5,7,8,7,3,3,5,7,3,7,6,6,5,7,6,2,0.58
34087,8,5,6,6,4,3,1,5,6,7,6,4,6,2,5,6,5,5,5,4,0.495
34088,6,1,4,4,8,8,5,2,4,5,5,5,3,8,6,4,3,1,3,9,0.445
34089,6,5,3,4,7,4,4,9,6,5,8,5,6,2,4,3,3,4,2,5,0.47
34090,5,4,8,4,6,6,2,4,2,5,7,6,5,2,3,4,2,6,5,3,0.44
34091,3,4,4,2,3,6,5,8,5,6,3,6,4,1,6,5,6,8,4,3,0.515
34092,6,5,6,5,6,5,4,4,8,4,3,5,6,2,2,6,9,4,7,7,0.525
34093,8,2,6,4,10,3,7,4,4,9,4,9,5,3,3,7,5,5,5,4,0.56
34094,1,8,3,5,6,7,10,5,6,3,7,3,4,5,4,4,2,4,4,5,0.465
34095,5,7,7,5,6,3,7,2,4,6,3,6,4,5,4,6,7,8,8,5,0.565
34096,4,8,8,5,8,4,1,10,4,4,4,7,5,6,6,5,3,4,5,6,0.545
34097,5,4,5,8,3,8,5,1,3,7,5,5,5,8,3,6,2,3,5,6,0.51
34098,5,4,6,5,6,3,1,3,4,3,9,4,3,5,6,6,10,4,3,2,0.47
34099,4,1,8,7,3,3,3,6,7,6,5,6,1,6,5,6,3,8,3,7,0.485
34100,6,5,7,5,9,7,6,3,5,7,3,5,5,4,10,5,4,9,5,6,0.615
34101,1,7,3,3,1,4,5,4,3,8,4,6,3,4,9,6,3,10,4,4,0.445
34102,3,5,7,4,9,6,4,0,3,2,5,7,2,6,3,14,4,3,4,2,0.505
34103,6,5,5,2,2,4,2,8,2,3,3,6,6,9,4,7,5,7,4,2,0.505
34104,4,6,7,3,3,6,2,6,9,3,6,4,3,4,6,6,4,4,7,4,0.465
34105,5,7,8,8,4,1,4,4,6,7,4,7,11,4,6,2,7,2,6,6,0.58
34106,6,8,3,5,3,4,4,3,5,4,4,4,7,4,7,8,4,5,3,9,0.555
34107,5,2,4,4,5,5,6,5,5,5,4,5,2,7,3,3,6,3,8,7,0.515
34108,6,9,7,6,5,7,4,5,4,5,4,6,4,9,4,9,3,3,3,2,0.555
34109,9,5,5,7,4,8,5,4,6,4,9,4,6,4,8,2,6,6,10,7,0.63
34110,5,9,5,6,3,3,3,2,8,3,4,7,6,1,3,7,6,6,4,4,0.47
34111,4,3,4,4,6,1,5,2,4,5,4,4,4,4,3,6,5,2,6,8,0.42
34112,8,5,3,4,5,8,7,7,7,6,7,1,7,6,2,4,6,3,5,6,0.57
34113,10,5,5,7,9,6,4,3,8,5,2,5,4,4,3,6,7,6,5,5,0.57
34114,3,2,5,2,5,6,4,6,2,8,3,3,4,4,8,8,5,9,5,4,0.49
34115,5,6,7,6,9,4,7,7,2,7,5,4,6,3,4,5,4,7,5,6,0.57
34116,3,5,3,4,7,4,4,2,1,8,3,6,6,8,4,6,4,7,5,5,0.47
34117,8,3,4,6,4,9,5,3,6,8,6,4,5,2,5,4,3,3,5,8,0.505
34118,3,7,6,6,8,2,6,3,4,4,6,4,5,4,3,5,2,5,3,8,0.515
34119,9,2,3,4,3,4,2,5,3,6,4,5,8,5,7,2,3,6,3,6,0.495
34120,5,4,5,7,4,6,7,9,8,2,4,3,8,5,8,7,5,3,5,8,0.595
34121,6,9,5,3,4,3,5,3,4,8,4,7,8,2,7,4,7,4,5,6,0.525
34122,5,6,5,5,5,8,2,5,4,3,9,6,2,2,5,5,5,4,4,5,0.47
34123,2,4,4,3,7,6,4,2,2,4,6,5,8,4,5,5,6,5,5,3,0.43
34124,6,5,3,6,4,3,2,5,8,3,7,6,4,6,3,5,8,4,4,6,0.52
34125,3,8,9,8,2,3,3,3,4,8,4,2,4,5,3,5,7,5,9,6,0.505
34126,6,2,7,4,3,6,5,4,3,3,7,2,5,3,5,6,10,4,5,6,0.48
34127,1,9,1,2,5,6,8,4,6,3,7,1,5,5,4,9,2,3,9,3,0.46
34128,4,9,1,4,8,5,6,7,4,5,3,4,3,6,6,8,4,3,5,4,0.495
34129,6,12,4,1,5,3,4,8,2,4,4,3,7,3,7,5,5,3,5,6,0.475
34130,6,7,5,4,7,8,4,5,2,4,8,3,4,5,5,5,3,4,6,5,0.605
34131,10,6,4,6,5,8,3,4,3,5,3,2,5,1,4,2,3,5,6,5,0.425
34132,2,5,5,10,5,5,5,4,3,5,4,3,9,4,4,5,4,3,4,7,0.48
34133,4,9,0,6,6,2,9,5,2,4,4,6,5,4,5,3,1,8,8,3,0.45
34134,6,2,3,3,2,5,4,11,1,7,4,4,7,4,3,5,7,3,4,8,0.455
34135,2,4,5,4,3,2,7,5,5,10,3,4,7,4,4,4,7,3,4,4,0.485
34136,4,6,4,5,5,2,5,3,8,9,1,5,6,6,6,5,3,6,4,4,0.485
34137,9,4,7,8,2,7,5,10,5,2,6,6,7,4,2,1,2,2,5,5,0.515
34138,4,5,3,3,7,4,4,2,4,8,5,3,5,8,3,8,5,4,2,1,0.43
34139,4,7,4,3,3,4,5,9,7,3,3,1,3,5,6,7,6,2,6,6,0.515
34140,5,7,6,5,8,6,3,4,5,4,4,7,6,8,2,6,3,7,7,6,0.55
34141,3,5,5,5,5,3,5,2,2,4,7,3,8,5,2,6,10,8,5,4,0.485
34142,6,3,4,6,4,4,4,6,5,4,8,7,5,6,4,5,7,3,4,3,0.485
34143,3,5,1,6,11,3,4,3,6,4,8,6,3,4,3,8,5,7,1,8,0.505
34144,3,7,7,5,3,2,3,4,4,8,3,3,3,6,6,6,6,10,4,4,0.465
34145,5,5,8,4,4,4,5,4,6,3,5,6,4,4,4,4,2,8,5,3,0.46
34146,6,4,8,8,4,4,8,4,4,3,2,6,2,5,5,7,5,6,7,2,0.505
34147,7,4,2,4,2,1,10,7,8,8,6,5,7,3,1,5,3,2,4,2,0.495
34148,7,5,2,4,6,6,9,3,5,6,5,7,4,2,6,7,4,5,7,2,0.51
34149,4,6,3,4,8,3,7,4,4,1,5,4,6,4,5,6,4,6,6,7,0.485
